# Generated from bridge-api/intelligence-knowledge-graph. Do not hand-edit.
edgeId,sourceNodeId,relationshipType,targetNodeId,relationshipVersion,relationshipConfidence,relationshipSource,testOnly,relationshipHash
edge:399c7ebb9c09cdb723f2,Execution Decision Record:decision.text_cleanup.initial.offline.v1.record.v1,DEPENDS_ON,Score Run:score.structured_output.initial.offline.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,c6e1b4b96e0f90d1b57a5292c1ee298cf701a097ba060c1df78a5a633624bc5b
edge:49765192d7962104457a,Execution Decision Record:decision.text_cleanup.initial.offline.v1.record.v1,DEPENDS_ON,Cost Governance Record:cost.text_cleanup.initial.offline.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,ea09a6f55b894228314e2af38313a5f5a77e634b084144a2c3663b141d7c95c3
edge:5094d17c71efe9ffee0e,Execution Decision Record:decision.text_cleanup.initial.offline.v1.record.v1,FALLBACK_TO,Unknown:decision.text_cleanup.initial.offline.v1.DETERMINISTIC_RULES.mock.deterministic_text_cleanup.v1.1681dc53,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,cd471246d44b28f8200bb19e6488727184d739a3c6313d17fe0b4b0249a99ee1
edge:f8d98c870a3e6814a4cc,Execution Decision Record:decision.text_cleanup.initial.offline.v1.record.v1,FALLBACK_TO,Unknown:decision.text_cleanup.initial.offline.v1.DETERMINISTIC_RULES.mock.deterministic_text_cleanup.v1.2ab18cde,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,0d1b197145f7b7778e66accbdd576ed48fc3eca490a97edd2e8fe87c78c94e4b
edge:05b9e20d42ffbc3950f9,Execution Decision Record:decision.text_cleanup.initial.offline.v1.record.v1,FALLBACK_TO,Unknown:decision.text_cleanup.initial.offline.v1.DETERMINISTIC_RULES.mock.deterministic_text_cleanup.v1.5774a0d5,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,01181227eed7719aa4234db6e75d2976a2742f24048a9b4ba58c653c180bccbe
edge:77709ab1eab41a512048,Decision History Record:history.decision.structured_response.fail_closed.offline.v1.record.v1,CREATED_FROM,Execution Decision Record:decision.structured_response.fail_closed.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,27a50eb89d633fcd31a7832c171f2b2c3efcdccd9a6e152082ba340c3063b0e2
edge:51338158c8d6e7bf79b8,Decision History Record:history.decision.structured_response.fail_closed.offline.v1.record.v1,GOVERNS,Capability:legacy.ai.structured_response,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,0ae04f89b17831f6003e8a4f93bcc5c4de5be9270a9da202fd230b09e74ef74b
edge:512b4062526ceea9e022,Decision History Record:history.decision.structured_response.fail_closed.offline.v1.record.v1,HAS_POLICY,Decision Policy Profile:INSUFFICIENT_EVIDENCE_FAIL_CLOSED_TEST_POLICY,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,8ab43e1249995eb58add1c226f1fd2abe31f4580739c33619e4aca84d9d86c07
edge:c734d7181f07023f2c0f,Decision History Record:history.decision.structured_response.fail_closed.offline.v1.record.v1,PRODUCES,Finding:finding.decision.structured_response.fail_closed.offline.v1.record.v1.7,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,bd2abd5298e229e35fee7babe5714727d645ab29c129302c741ae0efc10da0df
edge:32345b642391b265c18e,Decision History Record:history.decision.structured_response.fail_closed.offline.v1.record.v1,PRODUCES,Attestation:attestation.decision.structured_response.fail_closed.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,8e77eff2d29ca70a10ddc37d4961fbc40f4936b998387141829eb1948ef8f225
edge:a0f3ce5623f3216a7d68,Decision History Record:history.decision.structured_response.fail_closed.offline.v1.record.v1,REPLAYS,Hash:ea922edca1323e884d0cbcd9529fad050ac289dcfb14d54f0ccc3e14100165b7,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,d648da13762968e2201fe8d34bf82a55d2f75ff50241b92351c43fc26f4c3b70
edge:86df760d9d49b9f8e8ed,Decision History Record:history.decision.structured_response.initial.offline.v1.record.v1,CREATED_FROM,Execution Decision Record:decision.structured_response.initial.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,55b4475c5aa4d60e809f94aabff051a33d034786e2a39f66bfcce2ed2551a532
edge:d2df256e8c4cd3b98dd7,Decision History Record:history.decision.structured_response.initial.offline.v1.record.v1,GOVERNS,Capability:legacy.ai.structured_response,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,20c0068ee84441a9ef3f53d3ee3066a3cd00ac289f1664fcd238d69f83841504
edge:57315eb991595041f105,Decision History Record:history.decision.structured_response.initial.offline.v1.record.v1,HAS_POLICY,Decision Policy Profile:OFFLINE_FIRST_TEST_POLICY,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,2800a6e6b5ef081bf7b0757f3b577e926645a054d6734963088c8c9814bc336c
edge:9cde60993147029bbaac,Decision History Record:history.decision.structured_response.initial.offline.v1.record.v1,PRODUCES,Attestation:attestation.decision.structured_response.initial.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,505fc88919fc4654c2628dd2e1dc4297a5f65ea5c3de68fc3f7327feab56641c
edge:de21df9d8689d552cde9,Decision History Record:history.decision.structured_response.initial.offline.v1.record.v1,REPLAYS,Hash:f0632783889a4d5c847ea2bae2ab5fe71f848cb8968233111f01910560a6bfe5,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,594e22664a8868c1f7759b2c023f6915c332ffd9c92fe1f8ecc901f0bfefee9a
edge:7c5f9f54dce3f99935c1,Decision History Record:history.decision.supervisor_report.initial.offline.v1.record.v1,CREATED_FROM,Execution Decision Record:decision.supervisor_report.initial.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,617ee351614f0c23c86522c3ed597bbd8a61ac75075a77d0fe8e04b10b228619
edge:41a2c13df37925d2edf8,Decision History Record:history.decision.supervisor_report.initial.offline.v1.record.v1,GOVERNS,Capability:supervisor.daily_operations_report,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,00319c64d1e5c072ff13f11d9a48bfa1bbe76c3aa845bd2a2bd2cd8690eb0e0a
edge:91c38e969c991eb637e4,Decision History Record:history.decision.supervisor_report.initial.offline.v1.record.v1,HAS_POLICY,Decision Policy Profile:SAFETY_CRITICAL_TEST_POLICY,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,7fc847ab563d3ac9fbdc9c6a8d70b5969b11c474f4aaa2af46841f005b5c480d
edge:634c9a318e89d1388e9c,Decision History Record:history.decision.supervisor_report.initial.offline.v1.record.v1,REQUIRES,Human Review Record:human-review.decision.supervisor_report.initial.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,2ae7374b3b7163bd04137d868c937bac1541ae8492a827ce27a6c96bdbe2d6b4
edge:d65927ec4649ade14e25,Decision History Record:history.decision.supervisor_report.initial.offline.v1.record.v1,PRODUCES,Attestation:attestation.decision.supervisor_report.initial.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,1bdd091a295c127b28dab04946c298af26e9759866337af657c5394bc59f6e17
edge:205dcb2bdaeee3fb083f,Decision History Record:history.decision.supervisor_report.initial.offline.v1.record.v1,REPLAYS,Hash:28b86b27c121c4da3a89e6cbaef91cabd72aa40d253dc97fc4150df3ecda0d3c,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,419d0d632097531e7d0a6d6e733cd4c4fc6ef91c1a00b49005f644d558d2e71d
edge:1a0f7af67cc8ea02e82f,Decision History Record:history.decision.text_cleanup.initial.offline.v1.record.v1,CREATED_FROM,Execution Decision Record:decision.text_cleanup.initial.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,8d85eb9c8c581695a796cef909e12b14aa49354a35e24fe28d7cc1740fab965c
edge:4f90c708f9a0d2b9ea9e,Decision History Record:history.decision.text_cleanup.initial.offline.v1.record.v1,GOVERNS,Capability:text.cleanup,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,b697c613a11a530a2188982703cc1e103e98293c69b0a925143c8152c0bcb69c
edge:38e7356478ef2434fb85,Decision History Record:history.decision.text_cleanup.initial.offline.v1.record.v1,HAS_POLICY,Decision Policy Profile:CHEAPEST_SUFFICIENT_TEST_POLICY,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,0cdffe2abc16863881384c77d2c0e03342d052b75b1dca44d1867cbf2eca9df3
edge:a30a6db210c18c6fde48,Decision History Record:history.decision.text_cleanup.initial.offline.v1.record.v1,GOVERNS,Exception Record:exception-request.decision.text_cleanup.initial.offline.v1.record.v1.7,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,f5d2e14ae591f5f5c7f4951cbd2c6610094524d68a3c0c6ec1e117d37170f80e
edge:311298608650701f013e,Decision History Record:history.decision.text_cleanup.initial.offline.v1.record.v1,PRODUCES,Attestation:attestation.decision.text_cleanup.initial.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,03264553c62fa683e08c7c289fe8fb9626619b52b19848dd9e5ae8b3e86ccf11
edge:92e4f5417f8e2a554153,Decision History Record:history.decision.text_cleanup.initial.offline.v1.record.v1,REPLAYS,Hash:70a72a0a9a6cc540f7517afe2548bbf2163357b03f19edf4c712ba609e14721b,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,2dec36db1c5b5fef29674e4811617916f9dc34f1c914102c2dbc6d8017ac7af7
edge:290953fe240484f1e4b1,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.001.history_record_created,GOVERNS,Decision History Record:history.decision.structured_response.fail_closed.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,cb58422709f55c1189e0707ba345b60226046d9fdfed32e7f991c9c30f4b9c0a
edge:1f21fe1c7d4156af5a15,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.002.decision_recorded,GOVERNS,Decision History Record:history.decision.structured_response.fail_closed.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,10b63a87c784e5e0e4504da12a265b436685ccf8b891250e492e37df2527c8de
edge:9c7b234ae208a90667f6,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.002.decision_recorded,DEPENDS_ON,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.001.history_record_created,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,02261e504e81292ccdaefd5a4cc824b6c090b446b980bd7c18650247ddac7278
edge:b895146e07c179b6eeb0,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.003.review_requested,GOVERNS,Decision History Record:history.decision.structured_response.fail_closed.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,3c596646a44d2ee1595546889f1e42a44d8a3c16dead602abeb1583c6910a2da
edge:d530a0c20a639b7cdcc9,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.003.review_requested,DEPENDS_ON,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.002.decision_recorded,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,d2d43d9488ce41ce92b1dd0117abb5eeff0ad08ff32e4c8118f99662c6944a42
edge:7fb40c8b254493d6635e,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.004.review_completed,GOVERNS,Decision History Record:history.decision.structured_response.fail_closed.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,5a265a84f64814cb058f80f993e861345aa6240a6ea85ce7a95537d30553eeb1
edge:f6ae0eef025be71ead8a,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.004.review_completed,DEPENDS_ON,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.003.review_requested,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,a8ea37b1b23e6b91183c6c62bd65126f53009e44fec34b0052ca919a90bd628f
edge:200ae7bce176c6508709,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.005.evidence_stale_detected,GOVERNS,Decision History Record:history.decision.structured_response.fail_closed.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,932e13f7392c61462fd6752307fc9bba516ee2bc9cab1e4cf87f3c33f87f2f5a
edge:11911b4e91e3199b1036,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.005.evidence_stale_detected,DEPENDS_ON,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.004.review_completed,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,47241bdbf0883d33b7e2f60c05bc0e73531a123cf48b376baf77a6681ea2304c
edge:70c613797709fdf1051a,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.006.policy_drift_detected,GOVERNS,Decision History Record:history.decision.structured_response.fail_closed.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,38a9c7954d8de9d30431835adccfb8bb698a4acf4c56ea5f29d267a46eeb4d8f
edge:08bb35d96bb5754582d7,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.006.policy_drift_detected,DEPENDS_ON,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.005.evidence_stale_detected,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,4aa1308961ca12d0ee021c2cec7346c5db135254a3f87b871aaac8d507b34414
edge:03aa1ab2e995c08367cd,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.007.finding_recorded,GOVERNS,Decision History Record:history.decision.structured_response.fail_closed.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,0c826850f8c41a9ea7833d0c65535d1db526c8bdc7056c8f6ea0a742aa1bdd6e
edge:3ca551fdaf4ac0380e7b,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.007.finding_recorded,DEPENDS_ON,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.006.policy_drift_detected,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,5db0bd008f699ce0819f09e9218bb318b5ec5f919a051c2ef356ac84f3556a98
edge:4e424582e2d4b33c94dd,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.008.remediation_linked,GOVERNS,Decision History Record:history.decision.structured_response.fail_closed.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,7d3d326a47fa036a738270378c203a8f96f5791381df2e85cd5b13e07eef39a8
edge:f8ff8c37e63e3d6b8870,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.008.remediation_linked,DEPENDS_ON,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.007.finding_recorded,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,7d21b297856c9b4c7f5f53cec43b1d30577f05ba8f03efe7d903c35f65c78c5d
edge:a2ad63741f7487f2da98,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.009.replay_requested,GOVERNS,Decision History Record:history.decision.structured_response.fail_closed.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,10553649a683b12e423db1febc6363f2de5f051cb0c1b6d646ca3032e36087a7
edge:d33bbd85f117d361d646,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.009.replay_requested,DEPENDS_ON,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.008.remediation_linked,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,ccf38d5f13f418cb937f1d0ca2792b420ea211bee540349a90ce2df309676362
edge:72f82ca97faf3ede7b8a,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.010.replay_completed,GOVERNS,Decision History Record:history.decision.structured_response.fail_closed.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,baa9000360a0a42985c2c7e46db759db87d9866605f8dc406000f587feb30636
edge:fad06d4da24ebf1c37a7,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.010.replay_completed,DEPENDS_ON,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.009.replay_requested,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,45ddd424711c15a74aab09b27348c8b0e54d99213ca64ff7ae2114e90bcc438a
edge:553522db4349e290a087,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.011.reproducibility_confirmed,GOVERNS,Decision History Record:history.decision.structured_response.fail_closed.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,28c3a44a18081800ee253d0ee3528e9c54ed59dbc710d71c82490eb364524263
edge:7dd29ac73ac6d15160c7,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.011.reproducibility_confirmed,DEPENDS_ON,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.010.replay_completed,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,8dbde6dd29009ffac486e4c055fb3ff9082f28e99293ec9b7627f843ca78602e
edge:d7eb12fe2d405e3b2969,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.012.attestation_recorded,GOVERNS,Decision History Record:history.decision.structured_response.fail_closed.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,872da13727d253ab1696f60823a2913cb582baffa8c8b0cec9a50789bf8dbdf9
edge:ba54dca43b4bf202b7d7,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.012.attestation_recorded,DEPENDS_ON,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.011.reproducibility_confirmed,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,c99a232625eff0beb4b832877d4266aeb1f8f8a2b7a38c91edb244ca1bfdf13e
edge:f711da76ee404641e508,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.013.prior_event_annotated,GOVERNS,Decision History Record:history.decision.structured_response.fail_closed.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,7b3dd9ec8124159b453ffbab14894689900f037b9d69b84b3d8594c54f72af00
edge:58514141bf416f1e14cc,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.013.prior_event_annotated,DEPENDS_ON,Governance Event:history.decision.structured_response.fail_closed.offline.v1.record.v1.event.012.attestation_recorded,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,3c6bac5f361fe540f6a748e4d1a2ae759424c37d7628ecc038ba33bcd62ea523
edge:461e68ad85786bf990d5,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.001.history_record_created,GOVERNS,Decision History Record:history.decision.structured_response.initial.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,e85ae77042d0959c011a2bc54846f4f4b1a0295662b89b84e8f5088d7866dfb3
edge:18cd85b904bc375967d3,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.002.decision_recorded,GOVERNS,Decision History Record:history.decision.structured_response.initial.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,299040ed5daee59e7c1b59cb7121934057ea39f7af6f54cb1a6bbc69487123c5
edge:329004e8971a76dabcc7,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.002.decision_recorded,DEPENDS_ON,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.001.history_record_created,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,9a0a56e6be8fa1464864a7c166c27c9de7fd835e2b4753b87eae45ecde5fad91
edge:02ca9806149c42ac998a,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.003.review_requested,GOVERNS,Decision History Record:history.decision.structured_response.initial.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,b23a14f04a6349bd65742c0436ef66167ac88f4dc87fbd02855d6c1d695cb441
edge:7978d4daef0b6c68d204,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.003.review_requested,DEPENDS_ON,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.002.decision_recorded,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,6cebee70d130d00db477193c8c7657471fb9bdd36ce5b344d25d55248d2908b8
edge:bc552af0d35bf95e6b5a,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.004.review_completed,GOVERNS,Decision History Record:history.decision.structured_response.initial.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,1d0bae91771881a708d345d69b34e59af41308457fe2dcd469836c9c50a7c20b
edge:e9ef7b1b607c3a8a72fa,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.004.review_completed,DEPENDS_ON,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.003.review_requested,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,1c5b2d9e7352cda02635f956faf2614d7329ec6375c2198fb6f6ec945692e9d6
edge:00e17c8b3352b62c6f3d,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.005.approval_requested,GOVERNS,Decision History Record:history.decision.structured_response.initial.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,fd7fed1e7e4d281481286c9938416bdf872b17750c5a40056fede110181960a8
edge:24f235a09f8038e64383,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.005.approval_requested,DEPENDS_ON,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.004.review_completed,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,7f5bc0dc66a6d8972778c0c06ae4d0ce94f577476fe7022c2e19ed1fbcfdde79
edge:86680e64a359032a5a76,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.006.approved_with_conditions,GOVERNS,Decision History Record:history.decision.structured_response.initial.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,e5b85b43630d9e1683ee02a97c9dbe3c98a2ded39366146256dd5493e7ab4845
edge:e6fde922bd1aaa69b59a,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.006.approved_with_conditions,DEPENDS_ON,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.005.approval_requested,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,171975b9da9b393918940ac440eb85ba8d6e104edf20c42724afc1c8d7fffa9d
edge:58e4119497a76b9677e4,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.007.replay_requested,GOVERNS,Decision History Record:history.decision.structured_response.initial.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,b6289f4a8a2465e4def290458559f34f0c0c358382e12b5f4ce48b852a595de3
edge:e514f7058b8c3f183229,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.007.replay_requested,DEPENDS_ON,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.006.approved_with_conditions,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,b1e6368c7288805cbf8e913ed0b172f6d2d6327529ce7a4baaeea01edba02bbc
edge:5a97803bc221df087df6,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.008.replay_completed,GOVERNS,Decision History Record:history.decision.structured_response.initial.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,1ce775baaecb2a449b1e3feea605992d0530d11e3226e2aa911d5dfa0e87600d
edge:0b545997b6c892e7dbfd,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.008.replay_completed,DEPENDS_ON,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.007.replay_requested,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,22ffcf1d07d11e4abc3c064e29ba97b8635f9851f917d30c432f4397109f6632
edge:d45059703a29ef692dd7,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.009.reproducibility_confirmed,GOVERNS,Decision History Record:history.decision.structured_response.initial.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,01ab017ca9745c12adac2bdd86a8758b4b78e4b7c75a580b91ee8b75162c9e39
edge:d27d7058550b33d2e694,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.009.reproducibility_confirmed,DEPENDS_ON,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.008.replay_completed,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,96a428baa4455db611d43349527ad3133ca72a711c33a0d5cc576137e3d09c75
edge:c1a319e18205e67c4a93,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.010.attestation_recorded,GOVERNS,Decision History Record:history.decision.structured_response.initial.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,74d90ac407276d0cfc8265c2e841eddc9418d674a78449c90eef1f796d8e6505
edge:9bbf3a20a322ef20db4c,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.010.attestation_recorded,DEPENDS_ON,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.009.reproducibility_confirmed,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,3f23bf1ea2e080a1d572dbace56c7aaf66ab6bbab4821d32b3fb41e16d109d02
edge:714eedaf468ae14c6fee,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.011.prior_event_annotated,GOVERNS,Decision History Record:history.decision.structured_response.initial.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,8c92dcb3a7fba195d8bc1c47c179d1ec9583b664c22bf7db7b33f115d69b21b8
edge:e44c04a88cb1212b4581,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.011.prior_event_annotated,DEPENDS_ON,Governance Event:history.decision.structured_response.initial.offline.v1.record.v1.event.010.attestation_recorded,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,d669930ba610a5c24553af12ee3fa89798db42c3bd18256b30bb89e8f66d0eb9
edge:e623a03b92ac06e63c42,Governance Event:history.decision.supervisor_report.initial.offline.v1.record.v1.event.001.history_record_created,GOVERNS,Decision History Record:history.decision.supervisor_report.initial.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,88ffc52f8e3f24d3d4c42ca7cd6b8d439ccd66fbf5e6b26fb72e580cd70a2b04
edge:cb369769c268957bd932,Governance Event:history.decision.supervisor_report.initial.offline.v1.record.v1.event.002.decision_recorded,GOVERNS,Decision History Record:history.decision.supervisor_report.initial.offline.v1.record.v1,0.1.0,DETERMINISTIC,intelligence.knowledge.graph.engine.v1,true,a50bdfae9d82420108b07238d32478ef93bf325c031dc9b7d556463bf222376d
